model,fold_id,date,actual,forecast,forecast_error,predicted_direction,actual_direction,direction_correct,position,previous_position,turnover,gross_return,transaction_cost,net_return,cumulative_gross,cumulative_net
phase5_patchtst,2,2020-08-04,0.0037053548730909824,6.364454748108983e-05,0.0036417103838175535,1.0,1.0,True,1.0,-1.0,2.0,0.0037053548730909824,0.001,0.0027053548730909824,1.408026414114518,1.3656566190398618
phase5_patchtst,2,2020-08-05,0.002474928740411997,-1.8179824110120535e-05,0.0024931086227297783,-1.0,1.0,False,-1.0,1.0,2.0,-0.002474928740411997,0.001,-0.003474928740411997,1.4045416490749667,1.3609110596048264
phase5_patchtst,2,2020-08-06,0.013157843612134457,0.0003586882376112044,0.012799154967069626,1.0,1.0,True,1.0,-1.0,2.0,0.013157843612134457,0.001,0.012157843612134456,1.4230223884402244,1.3774568034375263
phase5_patchtst,2,2020-08-07,-0.011609514243900776,-0.0005984714953228831,-0.011011042632162571,-1.0,-1.0,True,-1.0,1.0,2.0,0.011609514243900776,0.001,0.010609514243900775,1.4395429871282108,1.3920709510139548
phase5_patchtst,2,2020-08-10,-0.004282187670469284,-0.00014230376109480858,-0.0041398839093744755,-1.0,-1.0,True,-1.0,-1.0,0.0,0.004282187670469284,0.0,0.004282187670469284,1.4457073803588019,1.3980320600768052
phase5_patchtst,2,2020-08-11,-0.0191228985786438,5.4635689593851566e-05,-0.01917753368616104,1.0,-1.0,False,1.0,-1.0,2.0,-0.0191228985786438,0.001,-0.0201228985786438,1.4180612647498037,1.3698996027221872
phase5_patchtst,2,2020-08-12,0.02484067715704441,-3.875110996887088e-05,0.02487942762672901,-1.0,1.0,False,-1.0,1.0,2.0,-0.02484067715704441,0.001,-0.02584067715704441,1.3828356626832436,1.33450046935068
phase5_patchtst,2,2020-08-13,0.002277988940477371,0.0001764329499565065,0.002101555932313204,1.0,1.0,True,1.0,-1.0,2.0,0.002277988940477371,0.001,0.0012779889404773712,1.3859857470293337,1.336205946191572
phase5_patchtst,2,2020-08-14,-0.001175088225863874,-0.0005913160275667906,-0.0005837721982970834,-1.0,-1.0,True,-1.0,1.0,2.0,0.001175088225863874,0.001,0.00017508822586387394,1.387614402561883,1.3364399001200797
phase5_patchtst,2,2020-08-17,0.011543928645551205,-0.00013808353105559945,0.011682012118399143,-1.0,1.0,False,-1.0,-1.0,0.0,-0.011543928645551205,0.0,-0.011543928645551205,1.3715958809111695,1.321012133274026
phase5_patchtst,2,2020-08-18,0.009579136967658997,9.099167073145509e-05,0.009488144889473915,1.0,1.0,True,1.0,-1.0,2.0,0.009579136967658997,0.001,0.008579136967658996,1.3847345857186943,1.3323452773013233
